"id_product";"id_shop";"id_lang";"description";"description_short";"link_rewrite";"meta_description";"meta_keywords";"meta_title";"name";"available_now";"available_later"
"400";"1";"1";"<p><strong>Floating Mechanism Design</strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>200lp/mm Resolution and Low Distortion</strong><br />200lp/mm resolution and low distortion will maximize performance for high-end applications<br /><br /><strong>High Transmission from visible to NIR</strong><br />JC10M Series incorporates wide-band coating and a floating mechanism design to maintain a high transmission from visible to NIR <br /><br /><strong>Easy Installation</strong><br />Short minimum object distance and compact design using aspherical lenses (5 models/F-5 ~ 25mm) will allow for easy installation in compact machine vision systems</p>
<p> </p>
<p>*Previous Design May Have a Gold Band</p>";"<p>Series Description<br /><br /> The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications. Incorporating Kowa's broadband coating and floating mechanism design, the JC10M lens series greatly reduces chromatic aberration at any distance and maintain a high transmission from visible to NIR.</p>";"lm16jc10m";"Kowa LM5JC10M 2/3"" 16mm F/1.8 C-Mount 10 Megapixel Industrial Lens. The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications.";NULL;"Kowa 2/3"" LM16JC10M Lens";"LM16JC10M";NULL;NULL
"401";"1";"1";"<p><strong>Floating Mechanism Design</strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>200lp/mm Resolution and Low Distortion</strong><br />200lp/mm resolution and low distortion will maximize performance for high-end applications<br /><br /><strong>High Transmission from visible to NIR</strong><br />JC10M Series incorporates wide-band coating and a floating mechanism design to maintain a high transmission from visible to NIR <br /><br /><strong>Easy Installation</strong><br />Short minimum object distance and compact design using aspherical lenses (5 models/F-5 ~ 25mm) will allow for easy installation in compact machine vision systems</p>
<p> </p>
<p>*Previous Design May Have a Gold Band</p>";"<p>Series Description<br /><br /> The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications. Incorporating Kowa's broadband coating and floating mechanism design, the JC10M lens series greatly reduces chromatic aberration at any distance and maintain a high transmission from visible to NIR.</p>";"lm25jc10m";"Kowa LM25JC10M 2/3"" 25mm F/1.8 C-Mount 10 Megapixel Industrial Lens. The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications";NULL;"Kowa 2/3"" LM25JC10M Lens";"LM25JC10M";NULL;NULL
"402";"1";"1";"<p><strong>Floating Mechanism Design</strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>200lp/mm Resolution and Low Distortion</strong><br />200lp/mm resolution and low distortion will maximize performance for high-end applications<br /><br /><strong>High Transmission from visible to NIR</strong><br />JC10M Series incorporates wide-band coating and a floating mechanism design to maintain a high transmission from visible to NIR <br /><br /><strong>Easy Installation</strong><br />Short minimum object distance and compact design using aspherical lenses (5 models/F-5 ~ 25mm) will allow for easy installation in compact machine vision systems</p>
<p> </p>
<p>*Previous Design May Have a Gold Band</p>";"<p>Series Description<br /><br /> The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications. Incorporating Kowa's broadband coating and floating mechanism design, the JC10M lens series greatly reduces chromatic aberration at any distance and maintain a high transmission from visible to NIR.</p>";"lm35jc10m";"Kowa LM35JC10M 2/3"" 35mm F/2.0 C-Mount 10 Megapixel Industrial Lens. The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications";NULL;"Kowa 2/3"" LM35JC10M";"LM35JC10M";NULL;NULL
"403";"1";"1";"<p><strong><span id=""Section-Title"">Floating Mechanism Design</span></strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>200lp/mm Resolution and Low Distortion</strong><br />200lp/mm resolution and low distortion will maximize performance for high-end applications<br /><br /><strong>High Transmission from visible to NIR</strong><br />JC10M Series incorporates wide-band coating and a floating mechanism design to maintain a high transmission from visible to NIR <br /><br /><strong>Easy Installation</strong><br />Short minimum object distance and compact design using aspherical lenses (5 models/F-5 ~ 25mm) will allow for easy installation in compact machine vision systems</p>
<p> </p>
<p>*Previous Design May Have a Gold Band</p>";"<p>Series Description<br /><br /> The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications. Incorporating Kowa's broadband coating and floating mechanism design, the JC10M lens series greatly reduces chromatic aberration at any distance and maintain a high transmission from visible to NIR.</p>";"lm50jc10m";"Kowa LM50JC10M 2/3"" 50mm F/2.8 C-Mount 10 Megapixel Industrial Lens. The 2/3"" 10 megapixel JC10M lens series provides 200lp/mm resolution and low distortion in order to maximize performance for high-end applications";NULL;"Kowa 2/3"" LM50JC10M Lens";"LM50JC10M";NULL;NULL
"404";"1";"1";"<p><strong>Floating Mechanism Design</strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Lightweight and Compact Design</strong><br />Capable of fitting numerous applications<br /><br /><strong>Fast F-Stop of F1.4</strong><br />Able to create extremely shallow depth of field in low lighting situations</p>";"<p>Kowa's JC5M2 lens series is perfect for high-end applications that require the use of 5 megapixel cameras.  With a fast F-stop, locking screws, and a compact design, these lenses provide a good value between price and performance.  The JC5M2 lenses are compact, lightweight, and have a fast F-stop of F1.4.</p>";"lm12jc5m2";"Kowa LM12JC5M2 2/3"" 12.5 mm F/1.4 C-Mount 5 Megapixel Industrial Lens. Kowa's JC5M2 lens series is perfect for high-end applications that require the use of 5 megapixel cameras.";NULL;"Kowa 2/3"" LM12JC5M2 Lens";"LM12JC5M2";NULL;NULL
"406";"1";"1";"<p><strong>Floating Mechanism Design</strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Lightweight and Compact Design</strong><br />Capable of fitting numerous applications<br /><br /><strong>Fast F-Stop of F1.4</strong><br />Able to create extremely shallow depth of field in low lighting situations</p>";"<p>Series Description<br /><br /> Kowa's JC5M2 lens series is perfect for high-end applications that require the use of 5 megapixel cameras.  With a fast F-stop, locking screws, and a compact design, these lenses provide a good value between price and performance.  The JC5M2 lenses are compact, lightweight, and have a fast F-stop of F1.4.</p>";"lm25jc5m2";"Kowa LM25JC5M2 2/3"" 25mm F/1.6 C-Mount 5 Megapixel Industrial Lens. Kowa's JC5M2 lens series is perfect for high-end applications that require the use of 5 megapixel cameras.";NULL;"Kowa 2/3"" LM25JC5M2 Lens";"LM25JC5M2";NULL;NULL
"407";"1";"1";"<p><strong>Floating Mechanism Design</strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Lightweight and Compact Design</strong><br />Capable of fitting numerous applications<br /><br /><strong>Fast F-Stop of F1.4</strong><br />Able to create extremely shallow depth of field in low lighting situations</p>";"<p>Series Description<br /><br /> Kowa's JC5M2 lens series is perfect for high-end applications that require the use of 5 megapixel cameras.  With a fast F-stop, locking screws, and a compact design, these lenses provide a good value between price and performance.  The JC5M2 lenses are compact, lightweight, and have a fast F-stop of F1.4.</p>";"lm35jc5m2";"Kowa LM35JC5M2 2/3"" 35mm F/1.6 C-Mount 5 Megapixel Industrial Lens. Kowa's JC5M2 lens series is perfect for high-end applications that require the use of 5 megapixel cameras.";NULL;"Kowa 2/3"" LM35JC5M2 Lens";"LM35JC5M2";NULL;NULL
"408";"1";"1";"<p><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>Super Wide Angle Optical Design</strong><br />Wide angle optical design for a large field of view<br /><br /><strong>Resistant to Vibration and Shock</strong><br />Able to perform even in the most difficult environments<br /><br /><strong>Extra Low Distortion</strong><br />LM5JC1M: under 0.5%, LM3NC1M: under 0.4% TV Distortion<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Clear Resolution at Center and Corner</strong><br />Provides a clear image throughout the center and edges of the image<br /><br /><strong>High Transmission</strong><br />Provides high performance even in dark lighting conditions</p>";"<p>Also known as LM3NCM<br /><br />Series Description<br /><br /> The Wide Megapixel lens series offers extremely high resolution and utlizes Kowa's floating mechanism design. The wide angle 3.5mm and 5mm megapixel models will pave the way for new possibilities in machine vision systems.</p>";"lm3nc1m";"Kowa LM3NC1M (LM3NCM) 1/1.8"" 3.5mm F/2.4 C-Mount Wide Angle Megapixel Industrial Lens. The Wide Megapixel lens series offers extremely high resolution and utlizes Kowa's floating mechanism design.";NULL;"Kowa 1/1.8"" LM3NC1M";"LM3NC1M";NULL;NULL
"409";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>Super Wide Angle Optical Design</strong><br />Wide angle optical design for a large field of view<br /><br /><strong>Resistant to Vibration and Shock</strong><br />Able to perform even in the most difficult environments<br /><br /><strong>Extra Low Distortion</strong><br />LM5JC1M: under 0.5%, LM3NC1M: under 0.4% TV Distortion<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Clear Resolution at Center and Corner</strong><br />Provides a clear image throughout the center and edges of the image<br /><br /><strong>High Transmission</strong><br />Provides high performance even in dark lighting conditions</p>";"<p>Series Description<br /><br /> The Wide Megapixel lens series offers extremely high resolution and utlizes Kowa's floating mechanism design. The wide angle 3.5mm and 5mm megapixel models will pave the way for new possibilities in machine vision systems.</p>";"lm6ncm";"Kowa LM6NCM 1/2"" 6mm F/1.2 C-Mount Wide Angle Megapixel Industrial Lens. The Wide Megapixel lens series offers extremely high resolution and utlizes Kowa's floating mechanism design.";NULL;"Kowa 1/2"" LM6NCM";"LM6NCM";NULL;NULL
"410";"1";"1";"<p><strong>Low Distortion</strong><br />High precision aspherical lens greatly reduces distortion and produces a high definition picture<br /><br /><strong>Super Wide Angle Optical Design</strong><br />Wide angle optical design for a large field of view<br /><br /><strong>Resistant to Vibration and Shock</strong><br />Able to perform even in the most difficult environments<br /><br /><strong>Extra Low Distortion</strong><br />LM5JC1M: under 0.5%, LM3NC1M: under 0.4% TV Distortion<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Clear Resolution at Center and Corner</strong><br />Provides a clear image throughout the center and edges of the image<br /><br /><strong>High Transmission</strong><br />Provides high performance even in dark lighting conditions</p>";"<p>Also known as LM5JCM<br /><br />Series Description<br /><br /> The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. With a close minimum object distance, low distortion, and compact design, these lenses are ideal for machine vision applications.</p>";"lm5jc1m";"Kowa LM5JC1M (LM5JCM) 2/3"" 5mm F/2.8 C-Mount Megapixel Industrial Lens. The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. ";NULL;"Kowa 2/3"" LM5JC1M Lens";"LM5JC1M";NULL;NULL
"411";"1";"1";"<p><strong><span id=""Section-Title"">High Resolution</span></strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment</p>";"<p>Series Description<br /><br /> The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. With a close minimum object distance, low distortion, and compact design, these lenses are ideal for machine vision applications.</p>";"lm8jcm";"Kowa LM8JCM 2/3"" 8mm F/1.4 C-Mount Megapixel Industrial Lens. The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design.";NULL;"Kowa 2/3"" LM8JCM Lens";"LM8JCM";NULL;NULL
"412";"1";"1";"<p><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment</p>";"<p>Series Description<br /><br /> The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. With a close minimum object distance, low distortion, and compact design, these lenses are ideal for machine vision applications.</p>";"lm12jcm";"Kowa LM12JCM 2/3"" 12mm F/1.4 C-Mount Megapixel Industrial Lens. The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design.";NULL;"Kowa 2/3"" LM12JCM Lens";"LM12JCM";NULL;NULL
"413";"1";"1";"<p><strong><span id=""Section-Title"">Floating Mechanism Design</span></strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment</p>";"<p>Series Description<br /><br /> The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. With a close minimum object distance, low distortion, and compact design, these lenses are ideal for machine vision applications.</p>";"lm16jcm";"Kowa LM16JCM 2/3"" 16mm F/1.4 C-Mount Megapixel Industrial Lens. The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design.";NULL;"Kowa 2/3"" LM16JCM Lens";"LM16JCM";NULL;NULL
"414";"1";"1";"<p><strong><span id=""Section-Title"">Floating Mechanism Design</span></strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment</p>";"<p>Series Description<br /><br /> The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. With a close minimum object distance, low distortion, and compact design, these lenses are ideal for machine vision applications.</p>";"lm25jcm";"Kowa 2/3"" 25mm F/1.4 C-Mount Megapixel Industrial Lens. The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design.";NULL;"Kowa 2/3"" LM25JCM Lens";"LM25JCM";NULL;NULL
"415";"1";"1";"<p><strong><span id=""Section-Title"">Floating Mechanism Design</span></strong><br />Kowa's floating mechanism design virtually eliminates optical abberations from close distance to infinity<br /><br /><strong>High Resolution</strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Ideal for Megapixel Cameras</strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment</p>";"<p>Series Description<br /><br /> The 2/3"" megapixel JCM lens series provides extremely high megapixel resolution and utilizes Kowa's floating mechanism design. With a close minimum object distance, low distortion, and compact design, these lenses are ideal for machine vision applications.</p>";"lm35jcm";"Kowa LM35JCM 2/3"" 35mm F/2.0 C-Mount Megapixel Industrial Lens";NULL;"Kowa 2/3"" LM35JCM Lens";"LM35JCM";NULL;NULL
